No.,Manufacturer,Product Name,Source(Link),Category,Type
683,Samsung,"Samsung 36"" Smart Electric Cooktop with Sync Elements in Stainless Steel",https://www.samsung.com/us/home-appliances/cooktops-and-hoods/electric-cooktops/36--built-in-electric-cooktop-with-rapid-boil-nz36k7570rs-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170126-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+General+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz19HRlKL8bpKhGH_UGu6uoa6y1_VFWibbqtn2zg_aPOjb-IZapAvnSwaAvIAEALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Smart Cooktop
684,Samsung,"Samsung 36"" Smart Induction Cooktop in Stainless Steel",https://www.samsung.com/us/home-appliances/cooktops-and-hoods/induction-cooktops/36--built-in-induction-cooktop-with-flex-cookzone--nz36k7880us-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170127-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+Premium+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz19ToMaIbr5QSlrn2712PYJla-Ell-usFdop89-p9j3SauyfqDrx6xoaAgOQEALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Smart Cooktop
685,Samsung,"Samsung 30"" Smart Gas Cooktop with 22K BTU Dual Power Burner in Stainless Steel (Model NA30N7755TS/AA)",https://www.samsung.com/us/home-appliances/cooktops-and-hoods/gas-cooktops/30-gas-cooktop-with-22k-btu-true-dual-power-burner-2018-na30n7755ts-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170126-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+General+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz18Yj9y83lkOheYsKXR0GQKw8Ke6QJvltQ5NVREb3xZNzY2oYv8xTPEaAjBtEALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Smart Gas Cooktop
686,Samsung,"Samsung 36"" Chef Collection Gas Cooktop with 22K BTU Dual Power Burner in Matte Black Stainless Steel",https://www.samsung.com/us/business/builder/our-appliances/cooktops-and-hoods/gas-cooktops/36-gas-22k-btu-dual-power-burner-chef-collection-cooktop-na36m9750tm-aa/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Smart Cooktop
687,Samsung,Samsung 6.0 cu. ft. Smart Freestanding Gas Range with No-Preheat Air Fry & Convection in Black Stainless Steel,https://www.samsung.com/us/home-appliances/ranges/gas/6-0-cu-ft-smart-freestanding-gas-range-with-no-preheat-air-fry-convection-in-black-stainless-steel-nx60a6511sg-aa/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Range
688,Samsung,"Samsung 6.3 cu. ft. Smart Freestanding Electric Range with No-Preheat Air Fry, Convection+ & Griddle in Black Stainless Steel",https://www.samsung.com/us/home-appliances/ranges/electric/6-3-cu-ft-smart-freestanding-electric-range-with-no-preheat-air-fry-convection-griddle-in-black-stainless-steel-ne63a6711sg-aa/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Range
689,Samsung,"Samsung 6.3 cu. ft. 36"" Chef Collection Professional Dual Fuel Range in Stainless Steel (Model NY63T8751SS/AA)",https://www.samsung.com/us/home-appliances/ranges/dual-fuel/6-3-cu--ft--flex-duo--front-control-slide-in-dual-fuel-range-with-smart-dial---air-fry---wi-fi-in-stainless-steel-ny63t8751ss-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170127-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+Premium+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz18GVRkNqO28EObw8jsJGX_qfFWwOXM-MtytNhG0U9CVTLlCPuFoP50aAjg5EALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Range
690,Samsung,"Samsung 6.3 cu. ft. Flex Duo™ Front Control Slide-in Dual Fuel Range with Smart Dial, Air Fry, and Wi-Fi in Stainless Steel (Model NY63T8751SS/AA)",https://www.samsung.com/us/home-appliances/ranges/dual-fuel/6-3-cu--ft--flex-duo--front-control-slide-in-dual-fuel-range-with-smart-dial---air-fry---wi-fi-in-stainless-steel-ny63t8751ss-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170127-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+Premium+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz18GVRkNqO28EObw8jsJGX_qfFWwOXM-MtytNhG0U9CVTLlCPuFoP50aAjg5EALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Range
691,June Life,June Oven Smart Countertop Oven,https://juneoven.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Countertop Oven
692,GE Appliances,GE Profile Smart Microwave Oven,https://www.geappliances.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Microwave Oven
693,AmazonBasics,AmazonBasics Microwave,https://www.amazon.com/AmazonBasics-Microwave-Small-Works-Alexa/dp/B07894S727,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Microwave Oven
694,Samsung,"Samsung 1.1 cu. ft. Smart SLIM Over-the-Range Microwave with 550 CFM Hood Ventilation, Wi-Fi & Voice Control in Stainless Steel",https://www.samsung.com/us/home-appliances/microwaves/over-the-range/1-1-cu--ft--smart-slim-over-the-range-microwave-with-550-cfm-hood-ventilation--wi-fi---voice-control-in-stainless-steel-me11a7710ds-aa/?cid=pla-ecomm-pfs-ha-us-google-na-04012022-170127-&ds_e=GOOGLE-cr:0-pl:265994333-&ds_c=CN~DA+Premium+Pmax_ID~n_PR~damul_SB~ecom_PH~on_KS~pmax_MK~usnat_OB~conv_FS~lo_FF~HA_BS~da_KM~na-&ds_ag=-&ds_k=&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz1-Z5cwCoGAI8j2DLHsqjpvLeWCVgTBTL1BnQMCkF4J5KzFon9qt4qoaAiC6EALw_wcB&gclsrc=aw.ds,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Microwave Oven
695,June,June Intelligent Oven,https://juneoven.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Smart Convection Oven
696,Anova Culinary,Anova Culinary Precision Cooker Pro,https://anovaculinary.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Sous Vide Cooker
697,Anova Culinary,Anova Culinary Precision Cooker,https://anovaculinary.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Sous Vide Cooker
698,ChefSteps,ChefSteps Joule Sous Vide,https://www.chefsteps.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Sous Vide Cooker
699,Instant Pot,Instant Pot Smart Wi-Fi Multi-Use Pressure Cooker,https://instantpot.com/,Kitchen & Culinary Appliances,Smart Kitchen Appliances/ Multi-Use Pressure Cooker
700,YoLink,"Smart Siren Alarm, Loud 110 dB, Wireless Alarm for Home Security/Intrusion/Burglar Alarm, Panic Alarm, Audible Alerts, Remote Control, Works with Alexa, Google, Home Assistant, IFTTT - Hub Required",https://a.co/d/hvdriKv,Pet & Health Accessories,Accessibility & Elder Care/ Home-Based Medical Alert System
701,Geeni,The Geeni PetConnect Treat + Cam,The Geeni PetConnect Treat + Cam,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Camera and Treat Dispenser
702,Faroro,"faroro Dog Camera with Treat Dispenser, 2.4G and 5G WiFi Pet Camera with Two Way Audio and 1080P Full HD Night Vision for Treat Tossing and Monitoring Your Pet Remotely",https://a.co/d/3qKFTJu,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Camera and Treat Dispenser
703,Furbo,Furbo Dog Camera,https://furbo.com/us,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Camera and Treat Dispenser
704,Petcube,Petcube Bites 2 Wi-Fi Pet Camera and Treat Dispense,https://petcube.com/bites/,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Camera and Treat Dispenser
705,Petcube,Petcube Play 2 Smart Pet Camera with Interactive Laser Toy,https://petcube.com/play-2/,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Camera and Laser Toy
706,Aqara,"Aqara Smart Pet Feeder C1, REQUIRES AQARA Zigbee 3.0 HUB, Automatic Feeder for Cats and Dogs, Auto Cat Food Dispenser with APP Control, Can be Controlled by Google, Alexa, Siri, Works with SmartThings",https://a.co/d/6IPtkBQ,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Feeder
707,PetSafe,PetSafe Smart Feed Automatic Dog and Cat Feeder(2nd Generation),https://www.petsafe.com/product/smart-feed/?sku=PFD00-16828,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Feeder
708,PETKIT,PETKIT Fresh Element Mini Smart Pet Feeder,https://petkit.com/,Pet & Health Accessories,Pet Care Accessories/ Smart Pet Feeder
709,Noise,Noise ColorFit Pro 3 Assist,https://www.gonoise.com/,Pet & Health Accessories,Health & Fitness/ Smartwatch
710,"Wyze Labs, Inc","WYZE Band Fitness Tracker with Alexa Built-in, Activity Tracker Watch with Heart Rate Monitor, Smart Fitness Band with Step Counter, Calorie Counter, Pedometer Water Resistant, Black",https://a.co/d/76B2oNh,Pet & Health Accessories,Health & Fitness/ Smartwatch
711,Withings,Withings Sleep Tracking Mat,https://www.withings.com/us/en/sleep/shop,Pet & Health Accessories,Health & Fitness/ Smartwatch
712,Fitbit,"Fitbit Versa 3 Health & Fitness Smartwatch with GPS, 24/7 Heart Rate, Alexa Built-in, 6+ Days Battery, Black/Black, One Size (S & L Bands Included)",https://a.co/d/iQXKts0,Pet & Health Accessories,Health & Fitness/ Smartwatch
713,Fitbit,"Fitbit Sense 2 Advanced Health and Fitness Smartwatch with Tools to Manage Stress and Sleep, ECG App, SpO2, 24/7 Heart Rate and GPS, Shadow Grey/Graphite, One Size (S & L Bands Included)",https://a.co/d/54fG9wL,Pet & Health Accessories,Health & Fitness/ Smartwatch
714,Fitbit,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black/Carbon, One Size (S and L Bands Included)",https://a.co/d/dwennLQ,Pet & Health Accessories,Health & Fitness/ Smartwatch
715,Fitbit,"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)",https://a.co/d/cQKXfgM,Pet & Health Accessories,Health & Fitness/ Smartwatch
716,Faweio,"Smart Watches for Men Women, Alexa Built in & Bluetooth Call(Answer/Make), 1.95"" Touch Screen Fitness Tracker with Heart Rate SpO2 Sleep Monitor Smartwatch for iPhone Android IP68 Waterproof",https://a.co/d/98Qfkl3,Pet & Health Accessories,Health & Fitness/ Smartwatch
717,Faweio,"Smart Watch for Men Women,Alexa Built-in Smartwatch(Answer/Make Calls),1.83"" HD Fitness Tracker,IP68 Waterproof 100+ Sport Mode Activity Tracker,Heart Rate SpO2 Sleep Monitor,iOS Android Compatible",https://a.co/d/3tCBMPG,Pet & Health Accessories,Health & Fitness/ Smartwatch
718,Hoowel,"Smart Watch for Men and Women - Alexa Built-in Smartwatch with Heart Rate, Sleep and Blood Oxygen Monitor,24/7 Heart Rate Auto Image Correction, Portable Smartwatch Dynaudio Speakers",https://a.co/d/fIMIY2Z,Pet & Health Accessories,Health & Fitness/ Smartwatch
719,Tensky,"Smart Watch for Men Women(Call Receive/Dial), Alexa Built-in, 1.8"" Touch Screen Fitness Tracker with Heart Rate Sleep Tracking, 100 Sports Modes, 5ATM Waterproof Smartwatch for Android iPhone, Pink",https://a.co/d/fcwwUfB,Pet & Health Accessories,Health & Fitness/ Smartwatch
720,Tensky,"Smart Watch for Men Women(Call Receive/Dial), Alexa Built-in, 1.8"" Touch Screen Fitness Tracker with Heart Rate Sleep Tracking, 100 Sports Modes, 5ATM Waterproof Smartwatch for Android iPhone, Pink",https://a.co/d/ddOJbxS,Pet & Health Accessories,Health & Fitness/ Smartwatch
721,Woneligo,"Smart Watch for Women,1.8""Fitness Watch(Answer/Make Call),Alexa Built-in, [24H Heart Rate Sleep Blood Oxygen Monitor],5ATM Waterproof,100 Sports Modes Step Calorie Women Watches for iOS&Android Phones",https://a.co/d/ieynXNY,Pet & Health Accessories,Health & Fitness/ Smartwatch
722,TOZO,"TOZO S2 40mm Mini Smart Watch Alexa Built-in Fitness Tracker with Heart Rate, Blood Oxygen and Sleep Monitor 5ATM Waterproof HD Color Touchscreen for Men Women Compatible with iPhone&Android Black",https://a.co/d/iZ0fUP1,Pet & Health Accessories,Health & Fitness/ Smartwatch
723,ENOMIR,"ENOMIR Smart Watch for Men Women(Answer/Make Call), Alexa Built-in,Fitness with Heart Rate SpO2 Sleep Monitor 100 Sports 5ATM Waterproof Activity Trackers and Smartwatches iOS&Android Phones",https://a.co/d/eKCquxV,Pet & Health Accessories,Health & Fitness/ Smartwatch
724,TOOBUR,"Smart Watch for Women Alexa Built-in, 1.8"" Compatible Android iOS, Answer&Make Call/Heart Rate/Step Counter/Sleep Tracker/100 Sports, Fitness Tracker Watch IP68 Waterproof Swimming, Pink",https://a.co/d/inmg4hW,Pet & Health Accessories,Health & Fitness/ Smartwatch
725,TOOBUR,"Smart Watch for Women Alexa Built-in, 1.8"" IP68 Waterproof Fitness Watch with Call Function, Heart Rate & Sleep Monitor, 100 Sport Modes Fitness Tracker Android iOS Compatible",https://a.co/d/gcc7uKo,Pet & Health Accessories,Health & Fitness/ Smartwatch
726,TOOBUR,"Smart Watch for Women Men Alexa Built-in, 1.8"" Fitness Tracker with Answer/Make Call, IP68 Waterproof/Heart Rate/Sleep Tracker, Fitness Watch with 2 Straps, Compatible iOS Andorid",https://a.co/d/0KxSvoK,Pet & Health Accessories,Health & Fitness/ Smartwatch
727,TOOBUR,"Smart Watch for Women Alexa Built-in, 1.95"" Fitness Tracker with Answer/Make Calls, IP68 Waterproof/Heart Rate/Sleep Tracker/100 Sport Modes, Fitness Watch Compatible Android iOS",https://a.co/d/1DhuoLx,Pet & Health Accessories,Health & Fitness/ Smartwatch
728,TOOBUR,"Smart Watch Men with Metal Bezel, Answer Make Call/Heart Rate/Step Counter/Sleep Tracker/100 Sports for RuFlexa Built-in, IP68 Waterproof Swim, Fitness Sport Watch Compatible Android iOS",https://a.co/d/hT5mUmd,Pet & Health Accessories,Health & Fitness/ Smartwatch
729,Fitpolo,"Fitpolo Smart Watch for Women,1.8"" Touchscreen Fitness Tracker Blood Oxygen,Heart Rate Monitor,Calls,Alexa Built-in,Sleep,Calorie,Step Counter Waterproof Activity Smartwatch for Android & iPhone",https://a.co/d/czhaQt4,Pet & Health Accessories,Health & Fitness/ Smartwatch
730,Fitpolo,"Fitpolo Smart Watch for Men Women Android, Alexa Built-in [1.8"" HD Screen] IP68 Waterproof Fitness Watch Bluetooth Call for Android & iPhone with Heart Rate/Sleep/SpO2 Monitor,105+ Sports Trackers",https://a.co/d/czhaQt4,Pet & Health Accessories,Health & Fitness/ Smartwatch
731,Fitpolo,"Fitpolo Smart Watch for Men Women with Bluetooth Call, Alexa Built-in 1.8"" Blood Oxygen Heart Rate Sleep Fitness Watch, 105+ Sports Modes Smartwatch, Activity Tracker for Android iOS Phone",https://a.co/d/erOhWTj,Pet & Health Accessories,Health & Fitness/ Smartwatch
732,Fitpolo,"Fitpolo Smart Watches for Men/Women, 1.8'' Alexa Built-in Fitness Tracker Watch with Bluetooth Calls, IP68 Waterproof, Heart Rate/Sleep/SpO2/Stress Monitor, 110 Sport Modes for Android & iPhone",https://a.co/d/1OC2Gd0,Pet & Health Accessories,Health & Fitness/ Smartwatch
733,Quican,"Smart Watch for Men Women with Alexa, 7 Days Battery Life IP68 Waterproof Bluetooth Call Fitness Watch for Android & iOS with Health/Heart Rate/Sleep/SpO2 Monitor,100 Sports Tracker Black",https://a.co/d/exkqbA9,Pet & Health Accessories,Health & Fitness/ Smartwatch
734,Konitee,"Smart Watch for Men Women (Answer/Make Call), 1.8"" Touch Screen Activity Trackers for Android iPhone Compatible with Alexa Built in, Fitness Heart Rate Blood Oxygen Sleep Monitor, IP68 Waterproof",https://a.co/d/998ZPzv,Pet & Health Accessories,Health & Fitness/ Smartwatch
735,Amazfit,"Amazfit Bip U Pro Smart Watch with Alexa Built-In for Men Women, GPS Fitness Tracker with 60+ Sport Modes, Blood Oxygen Heart Rate Sleep Monitor, 5 ATM Water Resistant, for iPhone Android(Green)",https://a.co/d/hTb2kUl,Pet & Health Accessories,Health & Fitness/ Smartwatch
736,Amazfit,"Amazfit GTR 3 Pro Smart Watch for Men,12-Day Battery Life, Alexa Built-in, Bluetooth Call & Text, GPS & 150 Sports Modes, 1.45”AMOLED Display, Fitness Watch with SpO2 Heart Rate Tracker, Black",https://a.co/d/fEObGsf,Pet & Health Accessories,Health & Fitness/ Smartwatch
737,Amazfit,"Amazfit Active Smart Watch with AI Fitness Exercise Coach, GPS, Bluetooth Calling & Music, 14 Day Battery, 1.75"" AMOLED Display & Alexa Built-in, Fitness Watch for Android & iPhone, Black",https://a.co/d/huS87XI,Pet & Health Accessories,Health & Fitness/ Smartwatch
738,Amazfit,"Amazfit Bip 5 Smart Watch, GPS, Bluetooth Calling, 10-Day Battery, Ultra-Large Display, Step Tracking, Heart-Rate Monitoring & VO2 Max, Sleep & Health Monitoring, Alexa Built-In, AI Fitness App(Black)",https://a.co/d/b4myD8n,Pet & Health Accessories,Health & Fitness/ Smartwatch
739,Michael Kors,"Michael Kors Men's or Women's Gen 6 44mm Touchscreen Smart Watch with Alexa Built-In, Fitness Tracker, Sleep Tracker, GPS, Music Control, Smartphone Notifications (Model: MKT5138V)",https://a.co/d/bRr1u7X,Pet & Health Accessories,Health & Fitness/ Smartwatch
740,SKG,"SKG Smart Watch for Men Women Android iPhone with Alexa Built-in & Bluetooth Call(Answer/Make Call) 1.69"" Fitness Tracker with IP68 Waterproof, 60+ Sports, Heart Rate SpO2 Monitor, V7 Pro",https://a.co/d/6lQVBLP,Pet & Health Accessories,Health & Fitness/ Smartwatch
741,Ecovacs,"ECOVACS Deebot N8 Pro Robot Vacuum and Mop, Strong 2600Pa Suction, Laser Based LiDAR Navigation, Smart Obstacle Detection, Multi-Floor Mapping, Fully Customized Cleaning, Self Empty Station Compatible",https://a.co/d/0GI6bi4,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
742,Ecovacs,"covacs DEEBOT OZMO 920 2in1 Mopping Robotic Vacuum with Laser Navigation, No-Go Zones, Systematic Cleaning, Multi-Floor Mapping, Works with Alexa & App, Large, Black",https://a.co/d/hUSgjSz,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
743,Ecovacs,"ECOVACS Deebot N8 Pro+ Robot Vacuum and Mop Cleaner - up to 60-Day Self Cleaning, Laser Navigation, Obstacle Avoidance, Multi-Floor Mapping, 2600Pa Suction, Alexa Compatible,Black",https://a.co/d/0xhSiRT,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
744,bObsweep,"bObsweep PetHair SLAM Robot Vacuum Cleaner with Wet/Dry Mop, Advanced LiDAR Mapping with Editable Map/NoSweep Zones, Alexa/Google Compatible, Good for Pet Hair, Carpet, Hardwood and Tile, in Jet",https://a.co/d/4NS4CJq,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
745,bObsweep,"bObsweep PetHair Vision Robot Vacuum Cleaner, Space",https://a.co/d/hQRa9u3,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
746,ILIFE,"ILIFE Robot Vacuum and Mop Combo, Self Emptying for 60 Days of Cleaning, 3000Pa Suction and Lidar Navigation, Smart Mapping, Wi-Fi/App/Alexa Control, for Pet Hair Carpet Hard Floor, T10s",https://a.co/d/01247Ax,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
747,Samsung,Samsung Bespoke Jet Bot Combo™ AI Robot Vacuum and Mop with All-in-One Clean Station® with Auto Steam,https://www.samsung.com/us/home-appliances/vacuums/jet-bot-robot/bespoke-jet-bot-combo-ai-robot-vacuum-and-mop-with-all-in-one-clean-station-with-auto-steam-vr7md97714g-aa/,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner and Mop
748,Samsung,Samsung Jet Bot AI+ Robot Vacuum with Object Recognition,https://www.samsung.com/us/home-appliances/vacuums/jet-bot-robot/jet-bot-ai-plus-robot-vacuum-with-object-recognition-vr50t95735w-aa/,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
749,Samsung,"POWERbot™ Smart Pet Plus Robot Vacuum with FullView Sensor™ 2.0 in Satin Titanium, VR2AM7070WS/AA",https://www.samsung.com/us/business/builder/our-appliances/vacuums/powerbot-robot/powerbot--r7070-robot-vacuum-vr2am7070ws-aa/,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
750,Ecovacs,"ECOVACS DEEBOT 500 Robotic Vacuum Cleaner with Max Power Suction, Up to 110 min Runtime, Hard Floors & Carpets, App Controls, Self-Charging, Quiet (Renewed)",https://a.co/d/f9T1XeP,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
751,Samsung,"SAMSUNG Jet Bot AI+ Robot Vacuum Cleaner w/Object Recognition, Intelligent Cleaning, Clean Station, 5-Layer Filter, Touchless Dust Removal for Hardwood Floors, Carpets, VR50T95735W, White",https://a.co/d/8HTR0kr,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
752,Samsung,"SAMSUNG Jet Bot+ Robot Vacuum Cleaner w/Clean Station, Automatic Emptying, Precision Cleaning, 5-Layer Filter, Intelligent Power Control for Hardwood Floors, Carpets, Area Rugs, VR30T85513W/AA, White",https://a.co/d/7bT7pme,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
753,eufy (by Anker),"eufy L60 Robot Vacuum with Self Empty Station, Hair Detangling Technology, Up to 60 Days Hands Free Cleaning, 5,000 Pa Suction, Remove Hair, Dust",https://a.co/d/0LdJ42R,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
754,eufy (by Anker),"eufy by Anker, RoboVac G30, Robot Vacuum with Dynamic Navigation 2.0, 2000 Pa Strong Suction, Wi-Fi, Compatible with Alexa, Carpets and Hard Floors, Ideal for Pet Owners
Visit the Amazon Renewed Store",https://a.co/d/3ov9toV,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
755,Imou,"Imou Robot Vacuum and Mop Combo LiDAR Navigation, 2700Pa Strong Suction, Self-Charging Robotic Vacuum Cleaner, Obstacle Avoidance, Work with Alexa, Ideal for Pet Hair, Carpets, Hard Floors, L11",https://a.co/d/fWOHFKe,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
756,Neato Robotics,"Neato D10 Intelligent Robot Vacuum Cleaner–LaserSmart Nav, Smart Mapping, Cleaning Zones, WiFi Connected, 300-min runtime, Powerful Suction, Max Clean, Edges, Corners & Pet Hair, XXL Dustbin, Alexa",https://a.co/d/13ALSyk,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
757,ILIFE,ILIFE V80 Max Mopping Robot Vacuum and Mop Combo - 2000Pa Suction Wi-Fi Automatic Vacuum Cleaner Robot Works with Alexa - 750ml Dustbin Robotic Vacuum Cleaner for Pet Hair Hardwood Floors Carpet,https://a.co/d/f0U60Ut,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
758,ZCWA,"Robot Vacuum, Robot Vacuum Cleaner with WiFi/APP/Alexa, Automatic Self-Charging, Robot Vacuum and Mop Combo Perfect for Carpet, Hard-Floor and Pet Hair",https://a.co/d/g5jzOGJ,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
759,Pureatic,"Robot Vacuum and Mop Combo, Mop and Vacuum Robot Cleaner with Lidar, Smart Robot Vacuum Cleaner with Mapping, 5000pa, Works with Alexa/Wi-Fi/App, Robot Vacuum for Pet Hair, Hard Floor, Carpet",https://a.co/d/4GlYPpj,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
760,OKP,"OKP Robot Vacuum Cleaner, 2500pa Strong Suction, Work with Alexa/APP, 120Mins Runtime, Quiet and Small Robotic Vacuum for Pet Hair, Low Pile Carpet, Hard Floor",https://a.co/d/dZdcbAq,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
761,OKP,"OKP K7 Robot Vacuum Cleaner, Strong Suction, 120Mins Runtime Robotic Vacuums, 4 Cleaning Modes, Works with Alexa/APP/WiFi, Automatic Vacuum Cleaner Robot for Hard Wood Floors and Low Pile Carpets",https://a.co/d/gpWsMwa,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
762,OKP,"OKP Robotic Vacuum Cleaner, WiFi/App/Alexa, Robot Vacuum Cleaner with Schedule, Efficient Filtration System, Self-Charging, Slim Design, Quiet, Perfect for Hard Floors, Pet Hair, Carpets",https://a.co/d/dVRzrBi,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
763,Shark,"Shark RV1001AE IQ Robot Self-Empty XL, Robot Vacuum with IQ Navigation, Home Mapping, Self-Cleaning Brushroll, Wi-Fi Connected, Works with Alexa, Black",https://a.co/d/j8OSDJY,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
764,Shark,"Shark AV753 ION Robot Vacuum, Tri-Brush System, Wifi Connected, 120 Min Runtime, Works with Alexa, Multi Surface Cleaning, Grey",https://a.co/d/jjKdBfF,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
765,Lefant,"Lefant Robot Vacuum Cleaner, Strong Suction, 120 Mins Runtime, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210",https://a.co/d/hBfBmZ1,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
766,Lefant,"Lefant M320 Robot Vacuum and Mop Combo, 6000Pa Strong Suction Robotic Vacuum Cleaner, 240 Mins Runtime, Self-Charging, Visible 800ML Dustbin, Works with Alexa, Ideal for Pet Hair, Black",https://a.co/d/9xEQyFh,Cleaning & Household Appliances,Smart Cleaning Devices/ Robot Vacuum Cleaner
